record_id,location,date_time,avg_speed,NO2_level,PM25_level,traffic_volume
4065.0,Boston,2025-07-30 07:35:59,33,132.2,72.55,652
4066.0,Chicago,2025-08-09 12:01:21,52,177.19,-117.38,2618
4067.0,houston ,2025-08-14 07:39:08,57,198.65,92.65,4752
1343.0,New York,2025-08-17 08:31:39,102,163.52,16.38,4656
4069.0,Seattle,2025/08/22,120,157.0,52.71,653
4070.0,Boston,2025-08-14 11:04:42,52,36.3,11.86,3023
4071.0,Chicago ,2025-08-08 06:57:07,31,,86.51,2840
4072.0,Los Angeles,2025-08-10 19:30:31,114,93.01,49.48,7273
4073.0,Chicago,2025-08-03 03:53:02,98,,33.71,9017
4074.0,san francisco,2025-08-06 20:54:49,66,189.15,136.37,7957
4075.0,boston,22-08-25,21,32.27,19.04,agreement
4076.0,Chicago,26-07-25,64,,72.5,2265
4077.0,New York,2025/08/08,88,,36.67,3873
4078.0,New York,2025/08/06,89,198.92,142.54,7365
4079.0,DALLAS,2025/08/08,43,105.56,30.93,2187
4080.0,Houston,2025-07-27 01:53:31,15,193.76,38.26,3523
4081.0,Miami,2025-08-15 15:39:27,69,80.15,49.12,9854
4082.0,Los Angeles,2025/08/09,34,70.59,34.48,3880
1058.0,SEATTLE,2025/08/21,18,85.3,77.15,3373
4084.0,Miami,2025-08-07 14:18:42,114,63.56,103.74,4071
4085.0,Miami ,2025-08-17 08:19:17,45,109.21,69.47,4802
4086.0,CHICAGO,2025-08-09 00:14:12,65kmh,37.94,50.44,6806
4087.0,Boston,2025-08-18 20:32:38,61,19.99,22.43,8355
4088.0,Dallas,2025/08/24,28,36.07,80.23,language
4089.0,Miami,2025/08/03,110,22.23,45.12,3250
4090.0,Chicago,2025-08-09 17:15:21,61kmh,51.6,60.46,9111
4091.0,CHICAGO,2025-08-14 01:51:33,64kmh,189.83,59.04,6948
4092.0,Dallas,2025-08-17 07:06:41,105,183.35,5.54,8103
4093.0,Phoenix,13-08-25,34,194.05,23.54,4108
4094.0,Dallas,2025/08/17,96,149.56,34.52,1903
4095.0,Dallas,2025-08-20 15:40:08,102,120.48,96.8,8606
,MIAMI,2025-07-26 11:39:13,11,43.01,66.9,6378
4097.0,Miami,2025-08-07 09:36:37,84,46.19,124.73,2279
521.0,Phoenix,2025-08-14 04:23:38,89,76.87,126.2,food
593.0,phoenix,2025-07-27 18:28:36,102,97.17,86.02,5328
4100.0,Seattle,2025-08-12 18:45:49,114,116.9,10.01,5854
4101.0,New York,2025-08-14 09:41:46,39,193.15,100.85,5516
4102.0,dallas,2025-08-05 19:05:56,22,84.5,114.45,4981
4103.0,New Y0rk,2025-08-13 16:59:49,57kmh,147.52,142.97,8111
4104.0,Miami,01-08-25,96,66.25,85.1,3530
4105.0,Dallas,2025/07/30,13,16.45,21.84,3002
4106.0,Boston,2025-07-31 18:58:57,58,48.39,137.62,five thousand
4107.0,Chicago,01-08-25,58,23.34,113.06,1930
4108.0,Chicago,2025-08-15 23:26:21,115,144.25,61.32,five thousand
4109.0,Seattle,2025-08-07 08:59:44,65,169.16,28.32,5335
4110.0,San Francisco,2025-08-21 02:11:17,12,155.81,142.03,8489
4111.0,Miami,2025-08-24 02:16:07,14,182.8,96.91,3160
,Phoenix,2025-08-13 15:12:18,73,106.01,12.04,3130
4113.0,boston,2025-07-31 19:14:24,117,117.65,11.53,3817
4114.0,houston,2025-07-26 03:43:39,25,190.84,144.0,3877
4115.0,Los Angeles,2025/07/27,95,150.6,55.39,2177
4116.0,San Francisco,2025-08-13 18:13:51,120kmh,159.07,42.78,9038
4117.0,Phoenix,29-07-25,60,151.55,107.93,7817
4118.0,Phoenix,2025-08-21 21:45:02,89,199.45,40.84,7775
4119.0,Seattle,2025-08-01 01:26:23,59,33.19,8.02,7673
,HOUSTON,2025-08-17 18:27:13,85,143.56,59.6,5143
4121.0,Chicago ,2025-07-27 16:01:36,87,43.71,128.36,7773
4122.0,San Francisco,12-08-25,61,,-59.52,698
4123.0,Dallas,2025-07-31 17:39:50,32,149.47,104.61,2981
4124.0,Los Angeles,2025-08-06 22:26:10,89,46.89,80.78,five thousand
4125.0,Miami,02-08-25,13,95.37,136.66,hour
4126.0,LOS ANGELES,2025-07-28 05:58:34,96,189.24,115.65,9643
4127.0,Phoenix,2025-08-19 20:54:01,41,59.14,129.25,6385
4128.0,san francisco,NULL,68,182.81,128.53,9742
4129.0,Miami,2025-08-05 04:32:49,20,24.28,75.97,4724
,SAN FRANCISCO,2025-08-20 11:05:18,34,168.5,31.3,3196
4131.0,Phoenix,2025-07-30 10:59:59,15,high,-128.12,2387
4132.0,MIAMI,2025-08-01 17:04:30,114,164.26,115.93,1326
4133.0,chicago,2025-08-20 23:55:19,31,64.45,55.06,7687
4134.0,PHOENIX,2025/08/19,57,141.49,144.64,6073
4135.0,new york,2025-08-19 06:16:56,18,44.24,5.33,3605
4136.0,chicago,2025-08-11 16:14:28,52,22.37,40.56,2302
4137.0,San Francisco,2025-08-07 10:05:34,89,33.2,10.94,6153
4138.0,Miami,2025-08-06 09:16:53,31,169.8,96.17,into
4139.0,chicago,2025-07-31 09:30:46,27,153.7,112.76,7224
4140.0,San Francisco ,2025/08/17,16,160.88,119.43,7367
4141.0,NEW YORK,2025/07/28,34,33.81,100.9,4977
4142.0,new york,2025-08-20 23:02:32,47,197.62,43.11,5589
4143.0,san francisco ,2025-08-16 19:46:23,86,19.66,144.24,five thousand
4144.0,Houston,2025/08/21,81,154.14,58.09,1131
4145.0,San Francisco,2025-08-05 12:24:57,54,166.39,124.94,4304
4146.0,Dallas,2025-08-20 02:53:27,73,42.04,31.64,7383
4147.0,Phoenix,2025-08-04 06:36:33,116,126.0,135.99,five thousand
4148.0,PHOENIX,24-08-25,20,152.55,90.36,4420
4149.0,Seattle,2025-08-11 05:51:15,113,57.89,132.29,1393
4150.0,chicago,2025-08-18 06:41:32,120,84.39,94.01,7789
4151.0,Phoenix,2025-08-12 13:27:01,95,81.14,16.15,4626
4152.0,B0st0n,03-08-25,59kmh,122.73,40.53,4016
4153.0,Seattle ,2025-08-14 17:13:29,89kmh,144.7,18.89,same
4154.0,San Francisco ,2025-08-05 06:44:04,95,166.31,137.7,2172
4155.0,SAN FRANCISCO,2025/08/23,40,133.35,126.93,9683
4156.0,Dallas,2025-08-13 08:47:46,117,125.93,100.51,6791
4157.0,chicago,2025-07-26 12:40:53,110,139.7,-28.95,8952
4158.0,SEATTLE,NULL,62,28.91,110.43,6689
4159.0,Seattle,2025/08/16,76,48.48,66.28,conference
4160.0,seattle ,2025-07-25 18:49:33,65,171.82,53.91,6236
4161.0,Los Angeles,2025-08-17 12:33:06,59,,86.83,five thousand
4162.0,Dallas,2025-08-13 23:37:22,24,106.71,130.14,five thousand
4163.0,DALLAS,2025-08-08 00:04:54,72,103.7,74.18,7556
4164.0,boston,2025-08-14 18:43:17,111,62.24,79.49,5499
4165.0,Chicago,2025-08-05 13:56:39,89,190.18,29.14,9209
4166.0,New York,2025-08-11 12:56:15,88,157.88,15.78,5082
4167.0,Phoenix ,2025-08-23 12:50:15,69,167.29,129.26,469
4168.0,Miami,2025/08/24,50,72.67,144.82,7375
4169.0,phoenix,2025-07-29 02:10:12,73,29.35,29.26,9123
4170.0,San Francisco,2025/08/04,26,med,93.26,7720
4171.0,Chicago,2025-08-20 13:41:37,80,29.81,121.86,laugh
4172.0,Phoenix,2025-08-16 16:25:45,104,138.47,95.39,1955
509.0,Chicag0,2025-08-20 12:14:43,62,144.28,106.97,803
4174.0,HOUSTON,2025/07/29,81,151.94,85.79,4309
4175.0,Chicag0,2025-08-09 07:16:44,80,196.77,122.24,5986
4176.0,houston,2025-07-28 03:12:59,31,172.25,105.85,5189
4177.0,san francisco,2025-08-03 23:32:12,112,75.1,59.2,2327
4178.0,Boston,NULL,83kmh,168.75,93.49,3632
4179.0,chicago,2025-08-08 16:32:15,31kmh,95.53,138.47,3820
4180.0,San Francisco,2025/08/15,45,57.8,13.95,6420
4181.0,Seattle,2025-08-15 12:04:36,47,159.45,42.11,1503
4182.0,Phoenix,2025-08-07 05:39:28,70,95.27,35.25,4646
4183.0,Dallas ,2025-07-30 06:05:18,77,37.1,18.81,5141
4184.0,New York,2025-08-15 21:51:17,11,91.15,147.36,1125
4185.0,chicago,2025-08-12 23:41:46,42,174.24,85.39,five thousand
4186.0,Miami,12-08-25,92kmh,93.91,18.06,impact
4187.0,Houston,2025-08-14 18:10:45,57kmh,150.04,49.41,9571
4188.0,chicago,2025-08-22 06:13:56,86,88.16,100.92,3962
4189.0,Seattle,2025-08-17 21:44:48,61,135.69,28.18,4083
4190.0,Miami,2025-08-11 09:17:49,91,72.85,8.59,3658
4191.0,Chicag0,2025-08-04 21:03:21,65kmh,134.64,84.71,4740
4192.0,San Francisco,2025-08-01 02:32:49,44,41.44,138.42,5331
4193.0,SEATTLE,2025-08-04 14:51:19,103,122.24,27.57,8905
4194.0,Chicago,2025-08-16 15:11:42,49,162.05,-20.64,6374
4195.0,Seattle,2025/08/06,57,63.26,122.1,3757
559.0,SAN FRANCISCO ,2025/07/27,84kmh,188.29,-28.87,9277
4197.0,Phoenix,2025-08-23 13:04:36,34,175.93,116.23,2801
4198.0,New York,2025-07-26 06:58:15,23,151.54,43.74,779
4199.0,Chicago,NULL,69,196.07,51.14,1548
4200.0,seattle ,2025-08-02 05:52:23,28,73.54,-90.73,291
2096.0,San Francisco,2025-08-17 22:29:31,118,43.84,65.25,8647
1613.0,Chicago,2025-08-21 02:58:17,66,49.15,54.29,460
4203.0,Dallas,2025-08-14 13:19:36,29,med,77.35,7626
4204.0,Dallas,2025-08-21 00:07:52,56,172.2,19.74,3964
4205.0,New York,2025-08-01 02:05:36,64,21.84,53.77,2751
4206.0,Seattle,2025-08-14 08:33:19,70,118.82,62.33,9753
4207.0,miami,NULL,27,106.67,106.05,9683
4208.0,phoenix,2025-08-10 19:13:04,38,97.29,96.91,5061
4209.0,boston,2025-07-31 19:42:24,98,161.36,116.11,9009
4210.0,Houston ,2025-07-31 13:12:23,25,,23.94,6263
4211.0,Los Angeles,2025-08-01 18:20:16,82,58.79,140.22,3344
4212.0,Houston,2025-08-11 01:40:13,78,166.19,18.0,9718
4213.0,New York,16-08-25,99,,61.73,4686
4214.0,Seattle,2025-08-21 16:38:07,87kmh,87.69,22.15,5678
4215.0,dallas,2025-07-28 03:21:11,15,59.49,57.97,9050
4216.0,dallas,2025-08-13 15:34:04,87,,133.52,career
4217.0,HOUSTON,2025-08-17 21:36:36,40,,115.98,976
4218.0,Miami,2025-08-18 12:55:09,58,,102.44,7954
4219.0,New York,2025-07-31 06:53:24,79,170.26,86.93,6147
4220.0,Chicago,2025-07-30 21:26:35,26,81.1,69.82,8087
4221.0,Seattle,2025-08-10 03:19:24,23kmh,,43.2,726
4222.0,Miami,2025-07-27 23:22:46,37,135.33,41.15,1855
4223.0,Houston,2025/08/06,114,46.97,33.5,8864
4224.0,phoenix,2025-08-21 04:25:01,54,154.7,109.66,6425
4225.0,Dallas,27-07-25,84,38.02,7.85,8541
4226.0,Los Angeles,2025-08-14 16:09:29,35kmh,160.08,129.97,9243
4227.0,Miami,2025-08-23 00:08:43,23kmh,152.39,116.01,2377
4228.0,San Francisco,2025-08-22 05:57:39,28,54.44,102.7,2246
4229.0,Boston,2025-07-31 14:15:13,20,20.78,118.81,8537
4230.0,San Francisco,2025-07-28 11:28:40,26,19.04,19.01,5584
4231.0,Dallas,2025-08-19 02:14:59,37,134.78,103.81,4089
4232.0,New York,2025-08-18 17:33:46,32,70.45,9.11,five thousand
4233.0,Chicago,2025-07-29 15:53:11,93kmh,104.94,20.01,3872
4234.0,Chicago,2025-08-10 20:12:56,61,47.53,28.88,3733
4235.0,L0s Angeles,2025-08-03 02:28:49,67,54.51,63.64,9104
4236.0,Chicago,NULL,51,low,40.62,five thousand
4237.0,houston,2025-07-26 18:22:42,44,130.88,80.95,8721
4238.0,miami,2025-08-01 08:36:54,12,82.46,95.18,8115
4239.0,Miami,2025-08-14 23:01:20,58,146.34,110.8,7314
4240.0,Boston,29-07-25,114,86.34,40.9,western
4241.0,Houston,2025-08-22 04:06:55,16,64.81,45.61,6256
4242.0,HOUSTON,2025-08-05 18:23:15,15,69.73,144.98,3282
4243.0,houston,2025-08-03 20:13:06,47,121.77,124.1,8944
4244.0,PHOENIX,2025/08/03,94,180.87,85.15,767
4245.0,Phoenix,2025-08-01 07:29:48,49,19.52,7.17,6184
4246.0,San Francisco,2025-08-05 09:55:03,116,102.73,121.87,5880
4247.0,Seattle,2025-07-29 00:45:37,15kmh,78.86,31.87,ten
4248.0,Boston,2025-08-12 04:58:04,87,128.11,5.63,9053
4249.0,Seattle,2025-08-23 12:06:59,108,194.29,115.25,five thousand
4250.0,Dallas,2025-08-02 18:20:50,100,11.14,93.63,3299
4251.0,Houston,2025-08-07 11:19:38,51kmh,172.95,34.15,five thousand
,San Francisco,2025/07/31,57,92.89,91.2,5240
4253.0,Miami,2025-08-11 04:52:35,14,141.38,-47.8,2647
4254.0,Houston,2025-08-05 19:24:41,29,148.61,68.51,2297
4255.0,HOUSTON,2025/07/29,22,,47.91,6245
4256.0,SAN FRANCISCO,2025/08/09,76,46.53,102.0,7823
4257.0,B0st0n,2025-08-13 20:17:26,53,32.38,101.95,building
4258.0,miami,2025/07/28,81,15.43,107.13,site
4259.0,boston,2025-08-03 11:26:45,80kmh,158.41,130.66,6224
4260.0,Miami,2025/07/30,110,126.22,84.75,5122
4261.0,Dallas,2025-08-08 07:02:30,36,64.69,11.29,771
4262.0,Dallas ,2025-08-19 19:02:28,39,14.22,58.16,8558
4263.0,Phoenix,2025-07-27 21:36:49,40,174.68,-49.05,4047
4264.0,Chicago,02-08-25,88,116.56,91.69,7177
687.0,Dallas,2025/08/09,75,138.71,105.43,9188
4266.0,Seattle,2025-08-01 09:27:12,90,139.74,109.37,five thousand
4267.0,New York,2025-07-27 09:05:47,62,high,83.68,9198
4268.0,Phoenix,2025-08-13 01:25:31,46,96.41,8.26,9970
4269.0,SEATTLE,2025-08-12 04:22:43,74,107.36,31.16,3222
4270.0,SAN FRANCISCO,2025/08/04,38,,145.31,6734
4271.0,Houston,2025-07-28 09:47:55,35,high,43.31,1762
4272.0,Chicago,2025-08-21 23:19:06,56kmh,126.58,123.04,7533
4273.0,SAN FRANCISCO,2025-08-07 13:38:36,118,75.38,101.3,9708
4274.0,Phoenix,2025/08/16,110,67.29,114.39,6068
4275.0,Miami,2025-08-20 14:48:46,81kmh,61.87,91.0,4156
4276.0,miami,2025-07-30 03:48:54,42,75.04,30.0,2960
4277.0,Seattle,13-08-25,78,166.25,99.4,9339
4278.0,Boston ,2025-08-13 21:51:30,32kmh,83.84,138.82,4455
4279.0,Phoenix,2025-08-15 01:57:58,19,91.11,75.61,4429
4280.0,Phoenix,2025-08-11 09:08:00,98,109.21,5.04,926
4281.0,Los Angeles,2025/08/21,104,124.02,57.27,2101
4282.0,HOUSTON,2025-08-24 17:33:44,21,12.11,47.91,5667
43.0,Los Angeles,2025-08-15 20:38:27,32,149.41,27.77,1876
4284.0,Los Angeles,2025-08-11 12:30:03,79,182.0,145.8,8503
4285.0,Chicago,2025-08-08 14:49:46,35,34.11,93.83,4202
4286.0,Miami,20-08-25,98,78.52,125.34,7056
92.0,dallas,16-08-25,37kmh,157.63,95.55,environment
4288.0,SEATTLE,2025/08/05,46,,41.72,7858
4289.0,dallas,2025/08/06,26,153.47,80.23,8527
,Houston,2025-08-05 00:27:04,112,165.2,41.32,7234
4291.0,Chicago,2025-08-14 10:44:30,113,57.45,61.13,6204
4292.0,phoenix,2025-08-02 11:39:51,60,med,104.23,8261
4293.0,SAN FRANCISCO,2025-08-13 06:36:09,96,64.45,109.18,five thousand
1638.0,Seattle ,2025-07-31 13:10:05,82,188.23,130.17,1940
4295.0,Miami,26-07-25,44,176.49,67.56,8340
4296.0,Ph0enix,26-07-25,115,22.2,57.58,4790
4297.0,Dallas,NULL,67,145.92,60.79,8881
4298.0,Chicago,2025/08/04,70,high,131.47,6098
4299.0,Boston,2025-08-09 18:02:38,117,63.87,120.2,2487
4300.0,New York ,2025-07-29 10:16:25,33kmh,40.72,45.69,5677
4301.0,Dallas ,2025-08-18 05:45:16,16,114.36,85.52,1127
4302.0,DALLAS,2025-08-02 01:25:17,113,10.61,124.76,8941
4303.0,Miami,2025-08-11 23:59:01,17kmh,45.23,57.64,1412
4304.0,San Francisc0,2025-08-10 18:34:02,31,Moderate,139.94,951
4305.0,Chicago,2025-08-02 00:02:21,93,51.36,-67.34,fear
4306.0,phoenix,2025-08-23 19:59:41,45,14.1,108.87,5665
4307.0,New York,2025-08-04 10:51:11,113kmh,167.76,105.38,554
4308.0,chicago,2025-08-21 07:50:07,28,158.9,96.11,6217
4309.0,San Francisco,2025-07-28 07:13:48,103,140.11,14.15,1982
4310.0,San Francisco,2025-08-13 13:36:04,22,146.18,74.67,160
4311.0,chicago,2025-08-13 07:57:28,29,,20.95,9095
4312.0,Miami,NULL,98,119.81,93.78,7403
4313.0,chicago,NULL,95,,28.96,9722
4314.0,San Francisco,2025-07-27 17:58:12,108,88.12,130.97,5308
4315.0,Seattle,2025-07-25 20:41:15,57,83.22,145.51,5435
4316.0,Dallas,2025-08-18 15:27:46,95,125.31,80.18,8623
4317.0,Phoenix,2025-08-24 14:15:54,97,104.8,23.96,2037
4318.0,Miami,2025-08-06 11:27:37,108,98.43,110.7,4656
4319.0,Dallas,2025/08/11,70,191.77,82.94,6905
4320.0,Seattle,2025-08-23 11:52:07,27,136.69,7.72,8887
4321.0,Miami,21-08-25,107,54.78,9.44,3520
4322.0,Chicago ,2025-08-12 14:55:08,81,72.33,26.63,147
2213.0,San Francisco,29-07-25,21,180.33,131.88,9878
4324.0,New Y0rk ,2025-07-31 01:32:17,117,74.64,8.74,4517
4325.0,Miami,31-07-25,117,115.47,138.1,5421
4326.0,dallas,2025-08-11 10:19:29,97,136.47,91.43,2430
4327.0,new york,2025-08-16 05:24:44,33,62.79,48.49,8413
4328.0,phoenix,2025-08-13 10:40:51,60,163.58,117.97,7001
4329.0,Houston,2025-08-21 04:41:42,116,146.86,117.67,928
4330.0,los angeles,2025-08-02 11:02:14,87,66.39,113.73,6150
4331.0,San Francisco,2025-08-02 13:10:26,37,125.73,80.16,5152
4332.0,Houston,2025-08-22 09:16:51,79,110.82,23.42,five thousand
4333.0,Seattle,19-08-25,56kmh,,16.38,3791
4334.0,Los Angeles,2025-07-28 12:04:28,17,115.92,118.08,5619
4335.0,Los Angeles,2025-08-03 00:37:26,42,,19.86,6462
4336.0,chicago,2025-08-14 21:52:09,66,100.55,5.12,8174
4337.0,san francisco,2025-08-22 14:00:42,113kmh,172.89,45.7,4725
4338.0,Houston,2025-07-30 08:04:31,99kmh,96.24,42.25,4840
4339.0,Los Angeles,03-08-25,34,69.42,107.45,4552
4340.0,Chicag0,2025-07-27 05:51:11,39,167.12,110.39,7983
4341.0,Boston ,2025-08-20 18:47:05,102,,87.17,3093
4342.0,miami,2025-08-04 05:04:37,11,108.69,118.58,429
4343.0,Phoenix,18-08-25,31,103.46,130.68,242
4344.0,SAN FRANCISCO,NULL,30,123.73,-7.7,5202
4345.0,b0st0n,2025-08-01 21:53:50,33,149.31,97.31,6599
4346.0,Dallas,2025-08-08 02:27:46,29,118.05,132.76,4058
4347.0,Boston,NULL,62,91.67,64.59,1497
1904.0,Phoenix,2025-07-30 21:20:42,92,,-145.29,9186
4349.0,Seattle ,2025/08/13,104,,66.69,2413
4350.0,New Y0rk,2025-08-06 12:33:17,33,22.64,105.17,6662
4351.0,Houston,2025-08-23 12:02:50,88,188.56,46.87,7223
4352.0,Miami,04-08-25,53,157.25,115.71,3090
4353.0,Chicago,2025/08/07,67,190.63,-114.21,2531
4354.0,Houston,2025-08-04 03:12:03,26,17.58,144.28,7955
4355.0,San Francisco,2025-08-05 10:50:15,21,76.06,31.26,2773
4356.0,Houston,2025-08-21 13:46:39,13,189.6,16.77,1601
4357.0,miami,05-08-25,67,Moderate,143.5,651
4358.0,San Francisco,2025-08-05 10:37:16,44,191.9,122.34,5752
4359.0,BOSTON,2025-08-14 17:46:03,43,170.84,115.86,8349
4360.0,Miami,2025-08-19 09:14:33,63,156.57,29.68,4563
4361.0,Houston,NULL,82,142.06,62.29,1140
4362.0,Chicago ,2025-07-26 08:53:21,106,144.37,-95.77,2392
4363.0,Seattle,2025/08/15,84,low,85.92,3819
4364.0,Boston,2025-08-01 03:51:04,32,71.31,-104.3,8559
4365.0,HOUSTON,2025-08-23 02:11:36,13kmh,170.63,20.07,1318
4366.0,Dallas,2025-08-15 03:07:34,90,high,126.82,five thousand
4367.0,Los Angeles,2025-07-29 02:01:54,115,29.15,81.12,338
4368.0,Miami,2025-08-01 13:07:02,49,112.99,83.31,8698
4369.0,New York,2025-08-11 19:11:11,95kmh,41.23,139.19,8659
4370.0,Dallas,NULL,16,75.24,-134.3,difficult
4371.0,Dallas,2025/08/21,67,150.8,55.4,7470
4372.0,Boston,2025-08-24 07:10:39,18kmh,60.12,142.45,6076
4373.0,L0s Angeles,2025-07-31 00:53:43,60,198.13,30.63,2529
4374.0,Phoenix,2025-07-26 10:21:49,75,102.21,80.11,3491
4375.0,DALLAS,2025-08-06 09:48:38,79,98.66,-41.5,8558
4376.0,san francisco,2025-08-19 07:28:29,78,93.18,109.86,7285
4377.0,Phoenix,2025-08-05 19:56:42,96,,99.98,1129
4378.0,houston,2025-08-01 08:55:57,38,195.72,149.06,4523
4379.0,San Francisco,2025-07-29 08:13:44,44,,-33.07,2712
4380.0,Miami,2025-08-13 20:00:12,93,65.5,55.43,4471
4381.0,Miami,2025-08-05 08:03:30,100,143.25,28.75,7431
4382.0,new york,2025-08-13 16:05:55,96kmh,185.66,129.23,five thousand
4383.0,Phoenix,NULL,21,49.69,11.6,2433
,Los Angeles,2025-08-15 20:20:45,79,Moderate,87.68,6820
4385.0,Boston ,15-08-25,52,25.25,76.2,9087
4386.0,Los Angeles,27-07-25,80,15.66,130.07,434
4387.0,New York,2025-08-22 20:00:18,35,189.68,119.5,1894
,Phoenix,2025-08-20 03:37:51,119,65.86,33.54,7316
4389.0,San Francisco ,2025-08-18 19:50:46,75,94.55,9.15,8680
4390.0,BOSTON,NULL,94kmh,140.8,93.9,6241
4391.0,Los Angeles,2025-08-01 00:42:58,105,188.33,11.48,3532
4392.0,Dallas,2025-07-28 14:16:11,80,31.99,46.64,6293
4393.0,Phoenix,2025-08-06 12:32:35,104,20.34,115.5,3726
4394.0,Boston,2025-07-29 10:25:09,24,142.54,85.24,1143
4395.0,Phoenix,2025-07-28 05:21:59,27,169.6,62.35,163
4396.0,Phoenix,2025-08-16 23:33:51,11,81.31,65.29,response
4397.0,phoenix ,2025/08/22,43,52.52,149.9,1219
4398.0,Los Angeles,2025-08-24 15:03:13,17,177.51,94.17,322
4399.0,SEATTLE,2025-08-19 00:19:48,27,,68.1,5416
1225.0,Miami,2025-07-30 04:42:41,72,171.5,139.12,5032
4401.0,Houston,2025-08-03 13:17:45,76,177.68,34.61,9216
4402.0,Houston,2025-08-17 04:42:49,40,,130.62,everyone
4403.0,seattle,2025-08-07 10:35:39,60,96.44,107.69,interview
4404.0,Boston,2025/07/30,102,55.05,21.34,9067
1897.0,DALLAS ,2025-08-03 06:35:58,93,117.87,125.48,1712
4406.0,New Y0rk,2025-07-25 22:06:26,21,137.66,126.35,7701
4407.0,Chicago,2025-08-03 22:15:40,81,42.08,51.42,2137
4408.0,Boston,2025-08-16 07:23:13,102,18.72,126.26,chance
4409.0,Phoenix,2025-08-15 21:17:04,40,120.62,63.31,4251
4410.0,PHOENIX,2025-08-05 02:36:52,82kmh,71.72,85.46,five thousand
4411.0,dallas,2025-07-28 10:44:14,113kmh,56.26,20.98,7502
4412.0,Chicago ,2025-08-17 04:12:25,96kmh,97.55,22.78,6691
4413.0,Houston,2025/08/23,116,,131.17,3524
4414.0,San Francisco,2025-08-16 08:47:59,107kmh,160.26,43.45,9209
4415.0,Houston,2025-08-07 03:32:23,66,18.53,11.37,3626
4416.0,Phoenix,10-08-25,31,,61.56,2342
4417.0,san francisco,2025-08-06 21:47:31,110,,126.87,8630
4418.0,Seattle,2025-08-07 07:45:06,63,,102.26,4302
4419.0,Houston,2025-08-21 15:05:54,72,108.84,53.02,8482
4420.0,Houston,2025-08-23 13:33:32,99,165.36,76.76,1198
4421.0,Seattle,2025-08-21 03:45:51,84,119.61,69.11,3514
4422.0,Boston,NULL,116,50.53,145.13,7631
4423.0,Seattle,2025-08-02 18:57:47,61,78.55,-127.75,9278
4424.0,Los Angeles,2025-08-18 19:15:08,37,,27.1,4395
4425.0,Chicago,08-08-25,19,15.29,69.79,217
4426.0,Boston,2025-08-02 06:54:40,83,133.08,19.53,6028
4427.0,Dallas,2025-07-26 04:05:26,103,117.78,101.41,five thousand
4428.0,NEW YORK,2025-08-17 06:47:31,12,49.82,123.12,4358
4429.0,San Francisco,2025-08-15 20:42:54,24,97.59,40.42,8806
4430.0,Miami,2025/08/03,18,179.7,34.34,3310
4431.0,New York,22-08-25,47,,-111.84,186
4432.0,miami,2025-08-19 13:14:35,87,116.9,105.26,6678
4433.0,Los Angeles,2025-08-10 20:41:38,23,189.47,70.57,five thousand
4434.0,Phoenix ,2025-08-22 18:16:23,81,47.15,148.28,8674
4435.0,dallas,2025-08-15 14:01:05,37,137.63,119.38,988
4436.0,Boston,2025/08/14,52,158.01,81.42,5695
4437.0,Chicago,2025/08/04,111,89.84,23.78,2117
4438.0,New York,22-08-25,90,135.07,44.45,6967
4439.0,Houston,15-08-25,86,43.08,77.77,7133
4440.0,Seattle,2025-08-03 21:38:42,31,108.47,109.93,6965
4441.0,l0s angeles,2025-08-03 02:47:33,61,140.03,86.91,rate
4442.0,houston,2025-08-05 15:46:57,87,82.51,12.11,7987
4443.0,Seattle ,2025-08-06 01:51:02,118,20.04,69.84,176
4444.0,Seattle,2025/08/24,17,46.39,80.14,1262
4445.0,houston,2025-08-06 08:55:09,42,85.13,83.87,8346
4446.0,New York,2025/08/10,78,56.0,97.62,354
4447.0,HOUSTON,2025-08-19 11:51:47,23,24.12,9.84,9161
4448.0,Chicago,2025-07-29 01:55:57,106,12.52,126.88,2699
4449.0,New York,2025-08-22 09:58:43,64,37.49,91.08,248
4450.0,miami,2025-08-02 18:22:49,76,99.39,117.55,3573
4451.0,Boston,2025-08-11 08:32:41,83,,39.74,4255
4452.0,San Francisco,2025-07-27 08:44:29,99kmh,163.9,29.84,2088
4453.0,Phoenix,2025-07-27 17:30:51,72,25.74,20.8,ask
4454.0,Houston,2025-08-14 05:18:50,110,93.96,74.02,7775
,Boston,18-08-25,29,128.48,32.55,4552
4456.0,Los Angeles,NULL,120,198.43,16.01,1921
4457.0,Dallas,15-08-25,93,53.08,148.9,personal
4458.0,Los Angeles ,2025-08-22 14:16:46,37,32.98,133.1,7767
4459.0,PHOENIX,2025/08/11,119,164.85,109.22,9777
4460.0,Miami,2025-08-11 19:55:43,49,23.93,139.04,892
4461.0,Phoenix,2025-07-27 20:51:09,41,10.86,79.39,1329
4462.0,Miami,2025-08-12 10:13:26,26,155.32,136.62,8159
4463.0,miami,2025-08-20 16:37:07,12,20.19,126.01,5098
4464.0,Phoenix,2025-08-07 12:16:48,74,46.08,121.79,6542
4465.0,New York,2025-08-23 10:21:31,66kmh,46.36,60.74,7035
4466.0,Boston,NULL,32,111.37,95.91,5682
4467.0,Houston,2025-08-06 01:06:23,31,22.41,102.92,7621
4468.0,phoenix,2025-08-08 18:26:28,88,21.14,149.68,1170
4469.0,Miami,03-08-25,73,36.38,7.46,8238
4470.0,new york,2025-08-14 22:21:41,103,31.26,89.63,6359
